team_name,conference,season,week,ap_rank,team_id
Miami (FL),ACC,2018,11,25,NA
Miami (FL),ACC,2018,14,25,NA
Miami (FL),ACC,2018,18,24,NA
Miami (FL),ACC,2018,19,22,NA
Michigan,Big Ten,2018,11,23,130
Michigan,Big Ten,2018,12,25,130
Michigan,Big Ten,2018,13,24,130
Michigan,Big Ten,2018,14,20,130
Michigan,Big Ten,2018,15,22,130
Michigan,Big Ten,2018,16,17,130
Michigan,Big Ten,2018,17,15,130
Michigan,Big Ten,2018,18,7,130
Michigan,Big Ten,2018,19,7,130
Michigan State,Big Ten,2018,1,2,127
Michigan State,Big Ten,2018,2,2,127
Michigan State,Big Ten,2018,3,4,127
Michigan State,Big Ten,2018,4,3,127
Michigan State,Big Ten,2018,5,3,127
Michigan State,Big Ten,2018,6,2,127
Michigan State,Big Ten,2018,7,2,127
Michigan State,Big Ten,2018,8,2,127
Michigan State,Big Ten,2018,9,1,127
Michigan State,Big Ten,2018,10,4,127
Michigan State,Big Ten,2018,11,9,127
Michigan State,Big Ten,2018,12,6,127
Michigan State,Big Ten,2018,13,5,127
Michigan State,Big Ten,2018,14,4,127
Michigan State,Big Ten,2018,15,2,127
Michigan State,Big Ten,2018,16,2,127
Michigan State,Big Ten,2018,17,2,127
Michigan State,Big Ten,2018,18,4,127
Michigan State,Big Ten,2018,19,5,127
Middle Tennessee,CUSA,2018,16,24,NA
Middle Tennessee,CUSA,2018,17,24,NA
Minnesota,Big Ten,2018,1,15,135
Minnesota,Big Ten,2018,2,14,135
Minnesota,Big Ten,2018,3,14,135
Minnesota,Big Ten,2018,4,12,135
Minnesota,Big Ten,2018,5,14,135
Nevada,MWC,2018,5,22,2440
Nevada,MWC,2018,12,23,2440
Nevada,MWC,2018,14,23,2440
Nevada,MWC,2018,15,24,2440
Nevada,MWC,2018,16,20,2440
Nevada,MWC,2018,17,21,2440
Nevada,MWC,2018,18,22,2440
Nevada,MWC,2018,19,24,2440
Northwestern,Big Ten,2018,1,19,77
Northwestern,Big Ten,2018,2,20,77
Notre Dame,ACC,2018,1,14,87
Notre Dame,ACC,2018,2,13,87
Notre Dame,ACC,2018,3,13,87
Notre Dame,ACC,2018,4,5,87
Notre Dame,ACC,2018,5,9,87
Notre Dame,ACC,2018,6,18,87
Ohio State,Big Ten,2018,11,22,194
Ohio State,Big Ten,2018,12,13,194
Ohio State,Big Ten,2018,13,17,194
Ohio State,Big Ten,2018,14,14,194
Ohio State,Big Ten,2018,15,8,194
Ohio State,Big Ten,2018,16,16,194
Ohio State,Big Ten,2018,17,13,194
Ohio State,Big Ten,2018,18,17,194
Ohio State,Big Ten,2018,19,17,194
Oklahoma,Big 12,2018,7,17,201
Oklahoma,Big 12,2018,8,12,201
Oklahoma,Big 12,2018,9,7,201
Oklahoma,Big 12,2018,10,9,201
Oklahoma,Big 12,2018,11,4,201
Oklahoma,Big 12,2018,12,12,201
Oklahoma,Big 12,2018,13,12,201
Oklahoma,Big 12,2018,14,17,201
Oklahoma,Big 12,2018,15,23,201
Purdue,Big Ten,2018,1,20,2509
Purdue,Big Ten,2018,2,19,2509
Purdue,Big Ten,2018,3,18,2509
Purdue,Big Ten,2018,5,21,2509
Purdue,Big Ten,2018,6,17,2509
Purdue,Big Ten,2018,7,16,2509
Purdue,Big Ten,2018,8,14,2509
Purdue,Big Ten,2018,9,13,2509
Purdue,Big Ten,2018,10,5,2509
Purdue,Big Ten,2018,11,3,2509
Purdue,Big Ten,2018,12,3,2509
Purdue,Big Ten,2018,13,3,2509
Purdue,Big Ten,2018,14,3,2509
Purdue,Big Ten,2018,15,6,2509
Purdue,Big Ten,2018,16,9,2509
Purdue,Big Ten,2018,17,8,2509
Purdue,Big Ten,2018,18,10,2509
Purdue,Big Ten,2018,19,11,2509
Rhode Island,A-10,2018,12,24,227
Rhode Island,A-10,2018,13,22,227
Rhode Island,A-10,2018,14,18,227
Rhode Island,A-10,2018,15,16,227
Rhode Island,A-10,2018,16,18,227
Rhode Island,A-10,2018,17,17,227
Rhode Island,A-10,2018,18,25,227
Saint Mary's,WCC,2018,1,22,2608
Saint Mary's,WCC,2018,2,21,2608
Saint Mary's,WCC,2018,3,21,2608
Saint Mary's,WCC,2018,12,16,2608
Saint Mary's,WCC,2018,13,13,2608
Saint Mary's,WCC,2018,14,11,2608
Saint Mary's,WCC,2018,15,15,2608
Saint Mary's,WCC,2018,16,22,2608
Saint Mary's,WCC,2018,17,22,2608
Saint Mary's,WCC,2018,18,20,2608
Saint Mary's,WCC,2018,19,25,2608
Seton Hall,Big East,2018,1,23,2550
Seton Hall,Big East,2018,2,22,2550
Seton Hall,Big East,2018,3,20,2550
Seton Hall,Big East,2018,5,19,2550
Seton Hall,Big East,2018,6,15,2550
Seton Hall,Big East,2018,7,23,2550
Seton Hall,Big East,2018,8,23,2550
Seton Hall,Big East,2018,9,21,2550
Seton Hall,Big East,2018,10,13,2550
Seton Hall,Big East,2018,11,19,2550
TCU,Big 12,2018,4,23,2628
TCU,Big 12,2018,5,20,2628
TCU,Big 12,2018,6,14,2628
TCU,Big 12,2018,7,15,2628
TCU,Big 12,2018,8,10,2628
TCU,Big 12,2018,9,16,2628
TCU,Big 12,2018,10,16,2628
TCU,Big 12,2018,11,24,2628
Tennessee,SEC,2018,5,24,2633
Tennessee,SEC,2018,6,20,2633
Tennessee,SEC,2018,7,21,2633
Tennessee,SEC,2018,8,19,2633
Tennessee,SEC,2018,9,23,2633
Tennessee,SEC,2018,10,24,2633
Tennessee,SEC,2018,11,21,2633
Tennessee,SEC,2018,12,22,2633
Tennessee,SEC,2018,13,18,2633
Tennessee,SEC,2018,14,15,2633
Tennessee,SEC,2018,15,18,2633
Tennessee,SEC,2018,16,19,2633
Tennessee,SEC,2018,17,16,2633
Tennessee,SEC,2018,18,13,2633
Tennessee,SEC,2018,19,13,2633
Texas A&M,SEC,2018,1,25,245
Texas A&M,SEC,2018,2,16,245
Texas A&M,SEC,2018,3,16,245
Texas A&M,SEC,2018,4,9,245
Texas A&M,SEC,2018,5,7,245
Texas A&M,SEC,2018,6,9,245
Texas A&M,SEC,2018,7,8,245
Texas A&M,SEC,2018,8,5,245
Texas A&M,SEC,2018,9,11,245
Texas A&M,SEC,2018,15,21,245
Texas Tech,Big 12,2018,4,22,2641
Texas Tech,Big 12,2018,6,24,2641
Texas Tech,Big 12,2018,7,22,2641
Texas Tech,Big 12,2018,8,22,2641
Texas Tech,Big 12,2018,9,18,2641
Texas Tech,Big 12,2018,10,8,2641
Texas Tech,Big 12,2018,11,8,2641
Texas Tech,Big 12,2018,12,14,2641
Texas Tech,Big 12,2018,13,10,2641
Texas Tech,Big 12,2018,14,7,2641
Texas Tech,Big 12,2018,15,7,2641
Texas Tech,Big 12,2018,16,6,2641
Texas Tech,Big 12,2018,17,12,2641
Texas Tech,Big 12,2018,18,14,2641
Texas Tech,Big 12,2018,19,14,2641
UCLA,Pac-12,2018,1,21,26
UCLA,Pac-12,2018,2,23,26
UCLA,Pac-12,2018,3,24,26
UNC,ACC,2018,1,9,NA
UNC,ACC,2018,2,9,NA
UNC,ACC,2018,3,9,NA
UNC,ACC,2018,4,13,NA
UNC,ACC,2018,5,11,NA
UNC,ACC,2018,6,7,NA
UNC,ACC,2018,7,5,NA
UNC,ACC,2018,8,13,NA
UNC,ACC,2018,9,12,NA
UNC,ACC,2018,10,20,NA
UNC,ACC,2018,11,15,NA
UNC,ACC,2018,12,10,NA
UNC,ACC,2018,13,19,NA
UNC,ACC,2018,14,21,NA
UNC,ACC,2018,15,14,NA
UNC,ACC,2018,16,10,NA
UNC,ACC,2018,17,9,NA
UNC,ACC,2018,18,12,NA
UNC,ACC,2018,19,10,NA
USC,Pac-12,2018,1,10,30
USC,Pac-12,2018,2,10,30
USC,Pac-12,2018,3,10,30
USC,Pac-12,2018,4,14,30
USC,Pac-12,2018,5,25,30
Villanova,Big East,2018,1,6,222
Villanova,Big East,2018,2,5,222
Villanova,Big East,2018,3,5,222
Villanova,Big East,2018,4,4,222
Villanova,Big East,2018,5,4,222
Villanova,Big East,2018,6,1,222
Villanova,Big East,2018,7,1,222
Villanova,Big East,2018,8,1,222
Villanova,Big East,2018,9,3,222
Villanova,Big East,2018,10,1,222
Villanova,Big East,2018,11,1,222
Villanova,Big East,2018,12,1,222
Villanova,Big East,2018,13,1,222
Villanova,Big East,2018,14,1,222
Villanova,Big East,2018,15,3,222
Villanova,Big East,2018,16,3,222
Villanova,Big East,2018,17,4,222
Villanova,Big East,2018,18,2,222
Villanova,Big East,2018,19,2,222
Virginia,ACC,2018,4,18,258
Virginia,ACC,2018,5,15,258
Virginia,ACC,2018,6,16,258
Virginia,ACC,2018,7,13,258
Virginia,ACC,2018,8,9,258
Virginia,ACC,2018,9,8,258
Virginia,ACC,2018,10,3,258
Virginia,ACC,2018,11,2,258
Virginia,ACC,2018,12,2,258
Virginia,ACC,2018,13,2,258
Virginia,ACC,2018,14,2,258
Virginia,ACC,2018,15,1,258
Virginia,ACC,2018,16,1,258
Virginia,ACC,2018,17,1,258
Virginia,ACC,2018,18,1,258
Virginia,ACC,2018,19,1,258
West Virginia,Big 12,2018,1,11,277
West Virginia,Big 12,2018,2,24,277
West Virginia,Big 12,2018,3,23,277
West Virginia,Big 12,2018,4,19,277
West Virginia,Big 12,2018,5,18,277
West Virginia,Big 12,2018,6,11,277
West Virginia,Big 12,2018,7,10,277
West Virginia,Big 12,2018,8,7,277
West Virginia,Big 12,2018,9,6,277
West Virginia,Big 12,2018,10,2,277
West Virginia,Big 12,2018,11,6,277
West Virginia,Big 12,2018,12,7,277
West Virginia,Big 12,2018,13,15,277
West Virginia,Big 12,2018,14,19,277
West Virginia,Big 12,2018,15,20,277
West Virginia,Big 12,2018,16,21,277
West Virginia,Big 12,2018,17,20,277
West Virginia,Big 12,2018,18,18,277
West Virginia,Big 12,2018,19,15,277
Wichita State,AAC,2018,1,7,2724
Wichita State,AAC,2018,2,6,2724
Wichita State,AAC,2018,3,6,2724
Wichita State,AAC,2018,4,8,2724
Wichita State,AAC,2018,5,6,2724
Wichita State,AAC,2018,6,3,2724
Wichita State,AAC,2018,7,11,2724
Wichita State,AAC,2018,8,8,2724
Wichita State,AAC,2018,9,9,2724
Wichita State,AAC,2018,10,6,2724
Wichita State,AAC,2018,11,7,2724
Wichita State,AAC,2018,12,17,2724
Wichita State,AAC,2018,13,16,2724
Wichita State,AAC,2018,14,22,2724
Wichita State,AAC,2018,15,19,2724
Wichita State,AAC,2018,16,13,2724
Wichita State,AAC,2018,17,11,2724
Wichita State,AAC,2018,18,11,2724
Wichita State,AAC,2018,19,16,2724
Xavier,Big East,2018,1,17,2752
Xavier,Big East,2018,2,15,2752
Xavier,Big East,2018,3,15,2752
Xavier,Big East,2018,4,21,2752
Xavier,Big East,2018,5,13,2752
Xavier,Big East,2018,6,10,2752
Xavier,Big East,2018,7,9,2752
Xavier,Big East,2018,8,6,2752
Xavier,Big East,2018,9,5,2752
Xavier,Big East,2018,10,10,2752
Xavier,Big East,2018,11,11,2752
Xavier,Big East,2018,12,8,2752
Xavier,Big East,2018,13,6,2752
Xavier,Big East,2018,14,5,2752
Xavier,Big East,2018,15,4,2752
Xavier,Big East,2018,16,4,2752
Xavier,Big East,2018,17,3,2752
Xavier,Big East,2018,18,3,2752
Xavier,Big East,2018,19,3,2752
Arizona State,Pac-12,2019,5,20,9
Arizona State,Pac-12,2019,6,20,9
Arizona State,Pac-12,2019,7,18,9
Arizona State,Pac-12,2019,8,17,9
Auburn,SEC,2019,1,11,2
Auburn,SEC,2019,2,9,2
Auburn,SEC,2019,3,8,2
Auburn,SEC,2019,4,8,2
Auburn,SEC,2019,5,8,2
Auburn,SEC,2019,6,8,2
Auburn,SEC,2019,7,7,2
Auburn,SEC,2019,8,12,2
Auburn,SEC,2019,9,12,2
Auburn,SEC,2019,10,11,2
Auburn,SEC,2019,11,14,2
Auburn,SEC,2019,12,16,2
Auburn,SEC,2019,19,22,2
Auburn,SEC,2019,20,14,2
Buffalo,MAC,2019,2,25,2084
Buffalo,MAC,2019,3,22,2084
Buffalo,MAC,2019,4,21,2084
Buffalo,MAC,2019,5,17,2084
Buffalo,MAC,2019,6,14,2084
Buffalo,MAC,2019,7,14,2084
Buffalo,MAC,2019,8,21,2084
Buffalo,MAC,2019,9,20,2084
Buffalo,MAC,2019,10,19,2084
Buffalo,MAC,2019,11,16,2084
Buffalo,MAC,2019,12,14,2084
Buffalo,MAC,2019,13,18,2084
Buffalo,MAC,2019,14,23,2084
Buffalo,MAC,2019,15,25,2084
Buffalo,MAC,2019,16,25,2084
Buffalo,MAC,2019,17,21,2084
Buffalo,MAC,2019,18,19,2084
Buffalo,MAC,2019,19,18,2084
Buffalo,MAC,2019,20,15,2084
Cincinnati,AAC,2019,14,25,2132
Cincinnati,AAC,2019,17,23,2132
Cincinnati,AAC,2019,18,20,2132
Cincinnati,AAC,2019,19,24,2132
Cincinnati,AAC,2019,20,22,2132
Clemson,ACC,2019,1,22,228
Clemson,ACC,2019,2,19,228
Clemson,ACC,2019,3,16,228
Duke,ACC,2019,1,4,150
Duke,ACC,2019,2,1,150
Duke,ACC,2019,3,1,150
Duke,ACC,2019,4,3,150
Duke,ACC,2019,5,3,150
Duke,ACC,2019,6,2,150
Duke,ACC,2019,7,2,150
Duke,ACC,2019,8,1,150
Duke,ACC,2019,9,1,150
Duke,ACC,2019,10,1,150
Duke,ACC,2019,11,1,150
Duke,ACC,2019,12,2,150
Duke,ACC,2019,13,2,150
Duke,ACC,2019,14,2,150
Duke,ACC,2019,15,2,150
Duke,ACC,2019,16,1,150
Duke,ACC,2019,17,3,150
Duke,ACC,2019,18,4,150
Duke,ACC,2019,19,5,150
Duke,ACC,2019,20,1,150
Florida State,ACC,2019,1,17,52
Florida State,ACC,2019,2,14,52
Florida State,ACC,2019,3,14,52
Florida State,ACC,2019,4,15,52
Florida State,ACC,2019,5,11,52
Florida State,ACC,2019,6,10,52
Florida State,ACC,2019,7,11,52
Florida State,ACC,2019,8,9,52
Florida State,ACC,2019,9,9,52
Florida State,ACC,2019,10,13,52
Florida State,ACC,2019,11,11,52
Florida State,ACC,2019,13,25,52
Florida State,ACC,2019,14,22,52
Florida State,ACC,2019,15,17,52
Florida State,ACC,2019,16,16,52
Florida State,ACC,2019,17,18,52
Florida State,ACC,2019,18,14,52
Florida State,ACC,2019,19,12,52
Florida State,ACC,2019,20,10,52
Furman,Southern,2019,5,25,231
Furman,Southern,2019,6,23,231
Furman,Southern,2019,7,24,231
Gonzaga,WCC,2019,1,3,2250
Gonzaga,WCC,2019,2,3,2250
Gonzaga,WCC,2019,3,3,2250
Gonzaga,WCC,2019,4,1,2250
Gonzaga,WCC,2019,5,1,2250
Gonzaga,WCC,2019,6,4,2250
Gonzaga,WCC,2019,7,8,2250
Gonzaga,WCC,2019,8,7,2250
Gonzaga,WCC,2019,9,7,2250
Gonzaga,WCC,2019,10,5,2250
Gonzaga,WCC,2019,11,5,2250
Gonzaga,WCC,2019,12,4,2250
Gonzaga,WCC,2019,13,4,2250
Gonzaga,WCC,2019,14,4,2250
Gonzaga,WCC,2019,15,3,2250
Gonzaga,WCC,2019,16,2,2250
Gonzaga,WCC,2019,17,1,2250
Gonzaga,WCC,2019,18,1,2250
Gonzaga,WCC,2019,19,1,2250
Gonzaga,WCC,2019,20,4,2250
Houston,AAC,2019,6,24,248
Houston,AAC,2019,7,21,248
Houston,AAC,2019,8,22,248
Houston,AAC,2019,9,19,248
Houston,AAC,2019,10,17,248
Houston,AAC,2019,11,21,248
Houston,AAC,2019,12,17,248
Houston,AAC,2019,13,13,248
Houston,AAC,2019,14,12,248
Houston,AAC,2019,15,9,248
Houston,AAC,2019,16,9,248
Houston,AAC,2019,17,8,248
Houston,AAC,2019,18,12,248
Houston,AAC,2019,19,11,248
Houston,AAC,2019,20,11,248
Indiana,Big Ten,2019,6,25,84
Indiana,Big Ten,2019,7,22,84
Indiana,Big Ten,2019,8,23,84
Indiana,Big Ten,2019,9,21,84
Indiana,Big Ten,2019,10,22,84
Indiana,Big Ten,2019,11,25,84
Iowa,Big Ten,2019,3,20,2294
Iowa,Big Ten,2019,4,14,2294
Iowa,Big Ten,2019,5,18,2294
Iowa,Big Ten,2019,6,22,2294
Iowa,Big Ten,2019,7,23,2294
Iowa,Big Ten,2019,8,24,2294
Iowa,Big Ten,2019,9,25,2294
Iowa,Big Ten,2019,11,23,2294
Iowa,Big Ten,2019,12,19,2294
Iowa,Big Ten,2019,14,20,2294
Iowa,Big Ten,2019,15,21,2294
Iowa,Big Ten,2019,16,21,2294
Iowa,Big Ten,2019,17,22,2294
Iowa State,Big 12,2019,10,20,66
Iowa State,Big 12,2019,12,24,66
Iowa State,Big 12,2019,13,20,66
Iowa State,Big 12,2019,14,17,66
Iowa State,Big 12,2019,15,23,66
Iowa State,Big 12,2019,16,19,66
Iowa State,Big 12,2019,20,24,66
Kansas,Big 12,2019,1,1,2305
Kansas,Big 12,2019,2,2,2305
Kansas,Big 12,2019,3,2,2305
Kansas,Big 12,2019,4,2,2305
Kansas,Big 12,2019,5,2,2305
Kansas,Big 12,2019,6,1,2305
Kansas,Big 12,2019,7,1,2305
Kansas,Big 12,2019,8,5,2305
Kansas,Big 12,2019,9,5,2305
Kansas,Big 12,2019,10,7,2305
Kansas,Big 12,2019,11,7,2305
Kansas,Big 12,2019,12,9,2305
Kansas,Big 12,2019,13,11,2305
Kansas,Big 12,2019,14,13,2305
Kansas,Big 12,2019,15,14,2305
Kansas,Big 12,2019,16,12,2305
Kansas,Big 12,2019,17,15,2305
Kansas,Big 12,2019,18,13,2305
Kansas,Big 12,2019,19,17,2305
Kansas,Big 12,2019,20,17,2305
Kansas State,Big 12,2019,1,12,2306
Kansas State,Big 12,2019,2,12,2306
Kansas State,Big 12,2019,3,12,2306
Kansas State,Big 12,2019,4,12,2306
Kansas State,Big 12,2019,5,16,2306
Kansas State,Big 12,2019,6,25,2306
Kansas State,Big 12,2019,15,18,2306
Kansas State,Big 12,2019,16,23,2306
Kansas State,Big 12,2019,17,16,2306
Kansas State,Big 12,2019,18,18,2306
Kansas State,Big 12,2019,19,15,2306
Kansas State,Big 12,2019,20,18,2306
Kentucky,SEC,2019,1,2,96
Kentucky,SEC,2019,2,10,96
Kentucky,SEC,2019,3,10,96
Kentucky,SEC,2019,4,10,96
Kentucky,SEC,2019,5,9,96
Kentucky,SEC,2019,6,19,96
Kentucky,SEC,2019,7,19,96
Kentucky,SEC,2019,8,16,96
Kentucky,SEC,2019,9,13,96
Kentucky,SEC,2019,10,18,96
Kentucky,SEC,2019,11,12,96
Kentucky,SEC,2019,12,8,96
Kentucky,SEC,2019,13,7,96
Kentucky,SEC,2019,14,5,96
Kentucky,SEC,2019,15,5,96
Kentucky,SEC,2019,16,4,96
Kentucky,SEC,2019,17,4,96
Kentucky,SEC,2019,18,6,96
Kentucky,SEC,2019,19,4,96
Kentucky,SEC,2019,20,7,96
LSU,SEC,2019,1,23,99
LSU,SEC,2019,2,22,99
LSU,SEC,2019,3,19,99
LSU,SEC,2019,12,25,99
LSU,SEC,2019,13,19,99
LSU,SEC,2019,14,21,99
LSU,SEC,2019,15,19,99
LSU,SEC,2019,16,13,99
LSU,SEC,2019,17,13,99
LSU,SEC,2019,18,10,99
LSU,SEC,2019,19,9,99
LSU,SEC,2019,20,12,99
Louisville,ACC,2019,12,23,97
Louisville,ACC,2019,13,15,97
Louisville,ACC,2019,14,16,97
Louisville,ACC,2019,15,16,97
Louisville,ACC,2019,16,18,97
Marquette,Big East,2019,2,24,269
Marquette,Big East,2019,6,21,269
Marquette,Big East,2019,7,20,269
Marquette,Big East,2019,8,18,269
Marquette,Big East,2019,9,16,269
Marquette,Big East,2019,10,21,269
Marquette,Big East,2019,11,15,269
Marquette,Big East,2019,12,12,269
Marquette,Big East,2019,13,10,269
Marquette,Big East,2019,14,10,269
Marquette,Big East,2019,15,10,269
Marquette,Big East,2019,16,11,269
Marquette,Big East,2019,17,10,269
Marquette,Big East,2019,18,16,269
Marquette,Big East,2019,19,23,269
Maryland,Big Ten,2019,4,24,120
Maryland,Big Ten,2019,5,23,120
Maryland,Big Ten,2019,11,19,120
Maryland,Big Ten,2019,12,13,120
Maryland,Big Ten,2019,13,21,120
Maryland,Big Ten,2019,14,24,120
Maryland,Big Ten,2019,15,24,120
Maryland,Big Ten,2019,16,24,120
Maryland,Big Ten,2019,17,17,120
Maryland,Big Ten,2019,18,24,120
Maryland,Big Ten,2019,19,21,120
Michigan,Big Ten,2019,1,19,130
Michigan,Big Ten,2019,2,18,130
Michigan,Big Ten,2019,3,9,130
Michigan,Big Ten,2019,4,7,130
Michigan,Big Ten,2019,5,5,130
Michigan,Big Ten,2019,6,5,130
Michigan,Big Ten,2019,7,4,130
Michigan,Big Ten,2019,8,2,130
Michigan,Big Ten,2019,9,2,130
Michigan,Big Ten,2019,10,2,130
Michigan,Big Ten,2019,11,2,130
Michigan,Big Ten,2019,12,5,130
Michigan,Big Ten,2019,13,5,130
Michigan,Big Ten,2019,14,7,130
Michigan,Big Ten,2019,15,6,130
Michigan,Big Ten,2019,16,7,130
Michigan,Big Ten,2019,17,9,130
Michigan,Big Ten,2019,18,7,130
Michigan,Big Ten,2019,19,10,130
Michigan,Big Ten,2019,20,8,130
Michigan State,Big Ten,2019,1,10,127
Michigan State,Big Ten,2019,2,11,127
Michigan State,Big Ten,2019,3,11,127
Michigan State,Big Ten,2019,4,9,127
Michigan State,Big Ten,2019,5,10,127
Michigan State,Big Ten,2019,6,9,127
Michigan State,Big Ten,2019,7,10,127
Michigan State,Big Ten,2019,8,8,127
Michigan State,Big Ten,2019,9,8,127
Michigan State,Big Ten,2019,10,6,127
Michigan State,Big Ten,2019,11,6,127
Michigan State,Big Ten,2019,12,6,127
Michigan State,Big Ten,2019,13,6,127
Michigan State,Big Ten,2019,14,9,127
Michigan State,Big Ten,2019,15,11,127
Michigan State,Big Ten,2019,16,10,127
Michigan State,Big Ten,2019,17,6,127
Michigan State,Big Ten,2019,18,9,127
Michigan State,Big Ten,2019,19,6,127
Michigan State,Big Ten,2019,20,5,127
Mississippi State,SEC,2019,1,18,NA
Mississippi State,SEC,2019,2,17,NA
Mississippi State,SEC,2019,3,15,NA
Mississippi State,SEC,2019,4,25,NA
Mississippi State,SEC,2019,5,22,NA
Mississippi State,SEC,2019,6,18,NA
Mississippi State,SEC,2019,7,17,NA
Mississippi State,SEC,2019,8,19,NA
Mississippi State,SEC,2019,9,17,NA
Mississippi State,SEC,2019,10,14,NA
Mississippi State,SEC,2019,11,24,NA
Mississippi State,SEC,2019,12,22,NA
Mississippi State,SEC,2019,13,22,NA
NC State,ACC,2019,8,20,152
NC State,ACC,2019,9,18,152
NC State,ACC,2019,10,15,152
NC State,ACC,2019,11,17,152
NC State,ACC,2019,12,21,152
NC State,ACC,2019,13,23,152
Nebraska,Big Ten,2019,5,24,158
Nebraska,Big Ten,2019,7,25,158
Nebraska,Big Ten,2019,9,24,158
Nevada,MWC,2019,1,7,2440
Nevada,MWC,2019,2,6,2440
Nevada,MWC,2019,3,6,2440
Nevada,MWC,2019,4,5,2440
Nevada,MWC,2019,5,6,2440
Nevada,MWC,2019,6,7,2440
Nevada,MWC,2019,7,6,2440
Nevada,MWC,2019,8,6,2440
Nevada,MWC,2019,9,6,2440
Nevada,MWC,2019,10,10,2440
Nevada,MWC,2019,11,10,2440
Nevada,MWC,2019,12,7,2440
Nevada,MWC,2019,13,8,2440
Nevada,MWC,2019,14,6,2440
Nevada,MWC,2019,15,7,2440
Nevada,MWC,2019,16,6,2440
Nevada,MWC,2019,17,12,2440
Nevada,MWC,2019,18,17,2440
Nevada,MWC,2019,19,14,2440
Nevada,MWC,2019,20,20,2440
Ohio State,Big Ten,2019,3,23,194
Ohio State,Big Ten,2019,4,16,194
Ohio State,Big Ten,2019,5,19,194
Ohio State,Big Ten,2019,6,15,194
Ohio State,Big Ten,2019,7,15,194
Ohio State,Big Ten,2019,8,13,194
Ohio State,Big Ten,2019,9,14,194
Ohio State,Big Ten,2019,10,16,194
Oklahoma,Big 12,2019,8,25,201
Oklahoma,Big 12,2019,9,23,201
Oklahoma,Big 12,2019,10,23,201
Oklahoma,Big 12,2019,11,20,201
Ole Miss,SEC,2019,11,18,145
Ole Miss,SEC,2019,12,20,145
Oregon,Pac-12,2019,1,14,2483
Oregon,Pac-12,2019,2,13,2483
Oregon,Pac-12,2019,3,21,2483
Oregon,Pac-12,2019,4,18,2483
Purdue,Big Ten,2019,1,24,2509
Purdue,Big Ten,2019,2,23,2509
Purdue,Big Ten,2019,3,24,2509
Purdue,Big Ten,2019,4,19,2509
Purdue,Big Ten,2019,13,17,2509
Purdue,Big Ten,2019,14,15,2509
Purdue,Big Ten,2019,15,12,2509
Purdue,Big Ten,2019,16,15,2509
Purdue,Big Ten,2019,17,14,2509
Purdue,Big Ten,2019,18,11,2509
Purdue,Big Ten,2019,19,13,2509
Purdue,Big Ten,2019,20,13,2509
St. John's (NY),Big East,2019,10,24,NA
Syracuse,ACC,2019,1,16,183
Syracuse,ACC,2019,2,15,183
Syracuse,ACC,2019,6,25,183
TCU,Big 12,2019,1,20,2628
TCU,Big 12,2019,2,21,2628
TCU,Big 12,2019,3,18,2628
TCU,Big 12,2019,10,25,2628
Tennessee,SEC,2019,1,6,2633
Tennessee,SEC,2019,2,5,2633
Tennessee,SEC,2019,3,5,2633
Tennessee,SEC,2019,4,6,2633
Tennessee,SEC,2019,5,7,2633
Tennessee,SEC,2019,6,3,2633
Tennessee,SEC,2019,7,3,2633
Tennessee,SEC,2019,8,3,2633
Tennessee,SEC,2019,9,3,2633
Tennessee,SEC,2019,10,3,2633
Tennessee,SEC,2019,11,3,2633
Tennessee,SEC,2019,12,1,2633
Tennessee,SEC,2019,13,1,2633
Tennessee,SEC,2019,14,1,2633
Tennessee,SEC,2019,15,1,2633
Tennessee,SEC,2019,16,5,2633
Tennessee,SEC,2019,17,7,2633
Tennessee,SEC,2019,18,5,2633
Tennessee,SEC,2019,19,8,2633
Tennessee,SEC,2019,20,6,2633
Texas,Big 12,2019,4,17,251
Texas Tech,Big 12,2019,4,20,2641
Texas Tech,Big 12,2019,5,13,2641
Texas Tech,Big 12,2019,6,11,2641
Texas Tech,Big 12,2019,7,12,2641
Texas Tech,Big 12,2019,8,11,2641
Texas Tech,Big 12,2019,9,11,2641
Texas Tech,Big 12,2019,10,8,2641
Texas Tech,Big 12,2019,11,8,2641
Texas Tech,Big 12,2019,12,14,2641
Texas Tech,Big 12,2019,13,16,2641
Texas Tech,Big 12,2019,14,18,2641
Texas Tech,Big 12,2019,15,15,2641
Texas Tech,Big 12,2019,16,14,2641
Texas Tech,Big 12,2019,17,11,2641
Texas Tech,Big 12,2019,18,8,2641
Texas Tech,Big 12,2019,19,7,2641
Texas Tech,Big 12,2019,20,9,2641
UCF,AAC,2019,18,25,2116
UCLA,Pac-12,2019,1,21,26
UCLA,Pac-12,2019,2,20,26
UCLA,Pac-12,2019,3,17,26
UNC,ACC,2019,1,8,NA
UNC,ACC,2019,2,7,NA
UNC,ACC,2019,3,7,NA
UNC,ACC,2019,4,11,NA
UNC,ACC,2019,5,14,NA
UNC,ACC,2019,6,12,NA
UNC,ACC,2019,7,9,NA
UNC,ACC,2019,8,14,NA
UNC,ACC,2019,9,15,NA
UNC,ACC,2019,10,12,NA
UNC,ACC,2019,11,13,NA
UNC,ACC,2019,12,11,NA
UNC,ACC,2019,13,9,NA
UNC,ACC,2019,14,8,NA
UNC,ACC,2019,15,8,NA
UNC,ACC,2019,16,8,NA
UNC,ACC,2019,17,5,NA
UNC,ACC,2019,18,3,NA
UNC,ACC,2019,19,3,NA
